id_imagen,id_seqq,descr
1002674143_1b742ab4b8.jpg,0,A little girl covered in paint sits in front of a painted rainbow with her hands in a bowl
105342180_4d4a40b47f.jpg,0,"A girl paddling down a large river , as seen from behind her"
1053804096_ad278b25f1.jpg,0,A girl in pigtails splashes in the shallow water
1056359656_662cee0814.jpg,0,A little girl looking at a brochure on train rides
10815824_2997e03d76.jpg,0,A blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel
1087168168_70280d024a.jpg,0,A boy is jumping on an inflatable ring and a girl is watching him
1095980313_3c94799968.jpg,0,A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach
1107471216_4336c9b328.jpg,0,A little girl is holding a cine camera in front of her face
1119463452_69d4eecd08.jpg,0,A girl in a pink swimsuit in a pool
1138784872_69ade3f2ab.jpg,0,A girl in green walks down a city street
1151466868_3bc4d9580b.jpg,0,A small girl spins in the waves in the bright sun
1153704539_542f7aa3a5.jpg,0,A girl playing trumpet in a marching band
1155138244_859fd6e079.jpg,0,A girl hands out Starbucks samples at a street fair
1160441615_fe6b3c5277.jpg,0,Three girls are walking across a bridge covered with wood and surrounded by trees
1163282319_b729b24c46.jpg,0,"A girl dressed in a red top , a red cap , and light colored shorts , sits on a rock outside"
1174525839_7c1e6cfa86.jpg,0,A girl in blue is jumping on the shore as small waves approach her
1193116658_c0161c35b5.jpg,0,A girl rides a unicycle as another rides a scooter next to her
1211015912_9f3ee3a995.jpg,0,A girl in a brown dress surrounded by children closes her eyes
1225443522_1633e7121f.jpg,0,A girl walking alone at night on a street
1232148178_4f45cc3284.jpg,0,A baby girl playing at a park
1234293791_6566284bcd.jpg,0,A girl in a helmet rides a horse
1237985362_dbafc59280.jpg,0,A lady holds a little girl who is trying to catch bubbles
1244306891_8e78ae1620.jpg,0,smiling girls in bathing suits sitting on the sand
1248734482_3038218f3b.jpg,0,A close-up of a young girl with a pink shirt laying on grass
1248953128_24c9f8d924.jpg,0,A little girl in a colorful dress is playing with a blue and red soccer ball
1253264731_e7c689eca5.jpg,0,A girl in a coral shirt with glasses is smiling while leaning against a fence
1259936608_e3f0064f23.jpg,0,A little girl with arms outstretched plays with others at a sprinkler park
1262077938_8b9516c273.jpg,0,A girl with a black purse sitting on a wooden bench
1262454669_f1caafec2d.jpg,0,A girl in a white shirt is sitting on a park bench with a dog next to her
1263126002_881ebd7ac9.jpg,0,A baby girl is attempting to climb out of her green crib
1271210445_7f7ecf3791.jpg,0,girls seated at table with a candle covered with lit candles
127490019_7c5c08cb11.jpg,0,A girl is getting ready to swing the club
1290894194_8a4ffdc7eb.jpg,0,A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk
1295669416_21cabf594d.jpg,0,A girl dressed in a red and black top with black pants is sitting on a wall
1296770308_3db2022f5a.jpg,0,A girl sits on a bar stool
130211457_be3f6b335d.jpg,0,A girl in a red and black leotard with white writing is standing next to a man in a cap and a girl in a hot pink and black and white checkered outfit
1303548017_47de590273.jpg,0,A girl poses on the train tracks near a station
1303550623_cb43ac044a.jpg,0,A girl in a tank top and jean capris stands on railroad tracks
1309330801_aeeb23f1ee.jpg,0,One girl is doing a handstand on an outdoor trampoline while another girl stands on the trampoline with one hand in the air
1312954382_cf6d70d63a.jpg,0,A girl in a green dress plays with a Hello Kitty balloon
1313693129_71d0b21c63.jpg,0,A boy and a girl are standing on a river bank facing the water
1313961775_824b87d155.jpg,0,A girl floating wearing a life vest
1316247213_1d2c726dd5.jpg,0,A closeup of a little girl laughing
131632409_4de0d4e710.jpg,0,A girl in a bikini walks along the beach with huge clouds and a sandy beach behind her
1321723162_9d4c78b8af.jpg,0,A little girl holding hands with her ice skating instructor
1321949151_77b77b4617.jpg,0,A little boy and a little girl are lying on a black bench surrounded by adults
1322323208_c7ecb742c6.jpg,0,A boy and a girl playing on the beach
1332823164_c70a5d930e.jpg,0,A girl standing in the ocean
1334892555_1beff092c3.jpg,0,The girls are playing with foam swords
1337792872_d01a390b33.jpg,0,A girls walks down the road holding a teddy bear
134724228_30408cd77f.jpg,0,Two girls are walking down a dirt road in a park
1347519824_e402241e4f.jpg,0,A few girls with green foam statue of liberty hats on a train
1348304997_afe60a61df.jpg,0,A barefoot red-headed girl jumping over a rail
1352410176_af6b139734.jpg,0,A blonde girl is stepping on vertical logs in the sand
1356543628_c13ebe38fb.jpg,0,A girl carries a lot through the grass
1356796100_b265479721.jpg,0,A girl in a flowered dress peaking through some leaves
1384292980_4022a7520c.jpg,0,The girls walk down the street
138705546_be7a6845dd.jpg,0,Two girls looking out over a lake towards a man fishing
1389264266_8170bc1c54.jpg,0,A girl with pink streaked hair and fur uggs looks back while the girl walking next to her looks at her
1398606571_f543f7698a.jpg,0,A girl in an innertube enjoying the lake
1398613231_18de248606.jpg,0,A man and a girl sit inside a floating tube in the water
