id_imagen,id_seqq,descr
1001773457_577c3a7d70.jpg,0,A black dog and a spotted dog are fighting
1009434119_febe49276a.jpg,0,A black and white dog is running in a grassy garden surrounded by a white fence
1015584366_dfcec3c85a.jpg,0,A black dog leaps over a log
1020651753_06077ec457.jpg,0,a black and white dog jumping in the air to get a toy
1022975728_75515238d8.jpg,0,A black dog running in the surf
1026685415_0431cbf574.jpg,0,A black dog carries a green toy in his mouth as he walks through the grass
1030985833_b0902ea560.jpg,0,A black dog and a brown dog are jumping up to catch a red toy
103195344_5d2dc613a3.jpg,0,A man in black is sitting next to a modern art structure in front of a glass building
1056873310_49c665eb22.jpg,0,A brown dog is running after a black dog on a rocky shore
1067180831_a59dc64344.jpg,0,A black and white dog is attempting to catch a yellow and purple object in a low cut yard
1067790824_f3cc97239b.jpg,0,A white and black dog and a brown dog in sandy terrain
1072153132_53d2bb1b60.jpg,0,A black and white dog catches a toy in midair
1075867198_27ca2e7efe.jpg,0,A man in a brown shirt and dark shorts plays on the beach with his two black dogs
10815824_2997e03d76.jpg,0,A blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel
1095590286_c654f7e5a9.jpg,0,A blond dog and a black and white dog run in a dirt field
1096097967_ac305887b4.jpg,0,A black and white dog drinking water from a water spray
1107246521_d16a476380.jpg,0,a black dog jumping to catch a rope toy
1110208841_5bb6806afe.jpg,0,A black and white Border Collie catches a Frisbee in front of an audience
1115679311_245eff2f4b.jpg,0,A black dog is jumping over a log along a beach
111766423_4522d36e56.jpg,0,A black and white bird eating seeds out of someone 's hand
1119418776_58e4b93eac.jpg,0,A black and white dog is running through the field
1129704496_4a61441f2c.jpg,0,A brown and white and a black and white dog hauling in a floating toy from the ocean
1131155939_b4b457b05e.jpg,0,A black dog runs into the ocean next to a pile of seaweed
1164131282_b30926f332.jpg,0,A grey dog beside a black and white dog running in green grass
1187435567_18173c148b.jpg,0,A small brown and black dog
1213336750_2269b51397.jpg,0,A man in a black jacket is taking a photo of a man in a red jacket
1227655020_b11a1bb112.jpg,0,A black dog and a brown dog playing in tall weeds
124195430_d14028660f.jpg,0,A brown horse and a black foal on the beach
1244140539_da4804d828.jpg,0,A black and brown dog is laying on a white shaggy carpet
1262077938_8b9516c273.jpg,0,A girl with a black purse sitting on a wooden bench
1267711451_e2a754b4f8.jpg,0,A black and white dog carrying a large stick
1271960365_e54033f883.jpg,0,A black dog runs after another black dog who is carrying a ball
127488876_f2d2a89588.jpg,0,"One man in red shirt and black pants with a man in white shirt and tan shorts , golfing"
1287064529_aa4e4f3c31.jpg,0,A black and tan dog in the snow
1287931016_fb015e2e10.jpg,0,A black and a white dog on the snow
