id_imagen,id_seqq,descr
1009434119_febe49276a.jpg,0,A black and white dog is running in a grassy garden surrounded by a white fence
101654506_8eb26cfb60.jpg,0,A brown and white dog is running through the snow
1020651753_06077ec457.jpg,0,a black and white dog jumping in the air to get a toy
1024138940_f1fefbdce1.jpg,0,Two different breeds of brown and white dogs play on the beach
1067180831_a59dc64344.jpg,0,A black and white dog is attempting to catch a yellow and purple object in a low cut yard
1067790824_f3cc97239b.jpg,0,A white and black dog and a brown dog in sandy terrain
1072153132_53d2bb1b60.jpg,0,A black and white dog catches a toy in midair
1084040636_97d9633581.jpg,0,A closeup of a white dog that is laying its head on its paws
1095590286_c654f7e5a9.jpg,0,A blond dog and a black and white dog run in a dirt field
1096097967_ac305887b4.jpg,0,A black and white dog drinking water from a water spray
1110208841_5bb6806afe.jpg,0,A black and white Border Collie catches a Frisbee in front of an audience
111766423_4522d36e56.jpg,0,A black and white bird eating seeds out of someone 's hand
1119418776_58e4b93eac.jpg,0,A black and white dog is running through the field
1122944218_8eb3607403.jpg,0,A baby in a white garment holds a flag with crescent moon and star
1129704496_4a61441f2c.jpg,0,A brown and white and a black and white dog hauling in a floating toy from the ocean
1131800850_89c7ffd477.jpg,0,A brown and white dog stands outside while it snows
1164131282_b30926f332.jpg,0,A grey dog beside a black and white dog running in green grass
1222322358_225067636e.jpg,0,A boy in a red and white shirt is on a swing
1244140539_da4804d828.jpg,0,A black and brown dog is laying on a white shaggy carpet
1244485675_822e6efe60.jpg,0,A boy in a grey and white shirt looking at his reflection
1262454669_f1caafec2d.jpg,0,A girl in a white shirt is sitting on a park bench with a dog next to her
1267711451_e2a754b4f8.jpg,0,A black and white dog carrying a large stick
127488876_f2d2a89588.jpg,0,"One man in red shirt and black pants with a man in white shirt and tan shorts , golfing"
1277743944_f4e8c78403.jpg,0,"A boy dressed in khaki shorts and a red shirt runs on a beach with green , white and blue structures and a half moon behind him"
1285067106_2adc307240.jpg,0,a boy in white plays baseball
1287931016_fb015e2e10.jpg,0,A black and a white dog on the snow
130211457_be3f6b335d.jpg,0,A girl in a red and black leotard with white writing is standing next to a man in a cap and a girl in a hot pink and black and white checkered outfit
1330645772_24f831ff8f.jpg,0,A black and white dog is running in the grass
1348113612_5bfc5f429e.jpg,0,A black and white dog jumping into a pool after tennis balls
1348891916_ebd4413033.jpg,0,A brown dog on a leash runs through the white water
1348957576_c4a78eb974.jpg,0,A blonde woman in a white tank top and sunglasses is talking to a man sitting next to boats on a rock surface
1350948838_fdebe4ff65.jpg,0,A black and white dog jumping into a pool
1351315701_6580b51c41.jpg,0,A black and a white dog are running on the grass
1355935187_2c99648138.jpg,0,A fluffy white dog is coming out of a blue striped obstacle shute
1403414927_5f80281505.jpg,0,A black dog in front of a white dog walking on a path in a forest
1408958345_68eea9a4e4.jpg,0,A girl smiles as she runs across the white sandy beach in her swimsuit
1418019748_51c7d59c11.jpg,0,"A man dressed in a white shirt , blue baseball cap while wearing gloves , holding a red and white checkered food wrapping"
1418266617_b32143275b.jpg,0,A black and white dog jumps over a pole while splashing water around
1429546659_44cb09cbe2.jpg,0,A white dog and a black dog in a field
1433577867_39a1510c43.jpg,0,A wet white dog is splashing in the water with a stick in its mouth
1436760519_8d6101a0ed.jpg,0,A black and white dog is jumping up to catch a toy as another dog watches
1445754124_647168f211.jpg,0,A black and white dog climbs a leaning tree trunk
1461653394_8ab96aae63.jpg,0,A large white dog growling at a large black dog
1463732130_a754441289.jpg,0,A girl in a white shirt jumps on a trampoline
1470536919_1f3fd6c65a.jpg,0,A little black dog is running beside a large brown and white dog with a large rope in its mouth
1472230829_803818a383.jpg,0,"A group of people in a boat , white water rafting"
1478606153_a7163bf899.jpg,0,A brown and white dog is running through woodland
1499554025_a8ffe0e479.jpg,0,A group of females in white suits are in a petting zoo with two goats
1501811302_5e723fc529.jpg,0,A black and white dog runs around a farm animal inside a fenced yard
1508269285_6c5723f67d.jpg,0,A brown and white dog is standing in the river by the bank
1515025681_999199cb79.jpg,0,A man in a white shirt and sunglasses gazes into the horizon
1557838421_a33f2a4911.jpg,0,A grey and white dog is biting the ear of a white and brown dog
1566117559_f5d98fbeb0.jpg,0,A little white dog begs
1569562856_eedb5a0a1f.jpg,0,A man in a black jacket is has a white headphone in his ear
