id_imagen,id_seqq,descr
1022454332_6af2c1449a.jpg,0,A child and a woman are at waters edge in a big city
1032122270_ea6f0beedb.jpg,0,A woman crouches near three dogs in a field
1042590306_95dea0916c.jpg,0,A man and woman pose for the camera while another man looks on
1056338697_4f7d7ce270.jpg,0,A blond woman in a blue shirt appears to wait for a ride
1084104085_3b06223afe.jpg,0,a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness
1088767354_2acee738cf.jpg,0,A woman in a red costume to the left of a man and woman standing together
109202756_b97fcdc62c.jpg,0,A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain
1093737381_b313cd49ff.jpg,0,A woman in a blue dress stands with a chalk portrait of two children playing by a stream
1141718391_24164bf1b1.jpg,0,"A bridge through high green plants , a man and a woman on it"
1142283988_6b227c5231.jpg,0,A blond woman poses with a person in a pink costume
1285874746_486731a954.jpg,0,a african-american woman stands in the crowd
1290894194_8a4ffdc7eb.jpg,0,A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk
1332208215_fa824f6659.jpg,0,A man in glasses and an Asian woman are seated across from each other in a subway train
1348957576_c4a78eb974.jpg,0,A blonde woman in a white tank top and sunglasses is talking to a man sitting next to boats on a rock surface
1370773415_967b1ffde1.jpg,0,A man and a woman standing outside a restaurant
1386251841_5f384a0fea.jpg,0,"A woman is looking at dressed , headless mannequins in a store display"
1388373425_3c72b56639.jpg,0,A woman in a black shirt is sitting next to a florescent green bag
1389323170_d1c81d6b51.jpg,0,a lone woman sitting on an usual green bench with a cup in her hand
141755292_7a0b3364cf.jpg,0,A man and woman are at a catered dinner getting food
1428641354_f7453afbea.jpg,0,A woman and a boy are making hamburgers in the kitchen
1432342377_3e41603f26.jpg,0,A man and a woman are standing on the curb
1475046848_831245fc64.jpg,0,A blonde woman in blue shorts walks on the beach carrying her shoes
1499495021_d295ce577c.jpg,0,"A dark haired woman wearing a brown jacket and fatigue bottoms and a balding man wearing a green sweater and blue jeans with a fishing pole , stand at the foot of the surf"
1501985304_8c50093004.jpg,0,A child swims with a woman
1515883224_14e36a53c7.jpg,0,A brunette woman in a blue shirt too small for her standing behind casually-dressed people
159712188_d530dd478c.jpg,0,A woman is walking past an artificial waterfall
1597557856_30640e0b43.jpg,0,a brown dog is jumping up at a woman who is wearing a brown skirt
1685463722_55843b6d3c.jpg,0,A woman and her two dogs are walking down the street
1732436777_950bcdc9b8.jpg,0,A couple on the stairs are photographing a man and woman embracing in front of a building
1795151944_d69b82f942.jpg,0,"A team of dogs , and a woman following on a bike"
1798209205_77dbf525b0.jpg,0,A blonde haired woman is pouring drinks at a bar
181157221_e12410ef0b.jpg,0,A man and a woman walk their dogs on leashes
1859726819_9a793b3b44.jpg,0,An upset woman with her makeup streaming down her face from her tears
1881494074_1bebd93089.jpg,0,"A baby with a pink hat , held by a man in red and a woman in pink"
1884727806_d84f209868.jpg,0,A man and a woman wear mickey mouse ears at an event
191003283_992257f835.jpg,0,A little blond boy and a young woman in jeans walk through a plaza
1952896009_cee8147c90.jpg,0,A woman carrying a purse and a bag with a baby in a backpack walking down a road
195962790_3380aea352.jpg,0,A woman in a purple shirt and a brown puppy sit near a fountain
197142902_f05ff198c2.jpg,0,A man and a woman in glasses blow bubbles
1975531316_8b00eeaaf7.jpg,0,A dog is on a leash held by a woman in white shoes
199463720_329a802206.jpg,0,A man and woman ride bicycles next to each other
2039457436_fc30f5e1ce.jpg,0,a attrative woman climbs over a fence
2055646179_169807fed4.jpg,0,"A boy holding a hose next to a man while another boy watches on , held by a woman"
2070831523_5035d5537e.jpg,0,A blurry picture of a woman riding a bike
2073964624_52da3a0fc4.jpg,0,A woman in a pink hat and a navy blue coat riding a bicycle
2083434441_a93bc6306b.jpg,0,an elderly woman is riding a bicycle in the city as a yellow taxi is about to pass by
2090327868_9f99e2740d.jpg,0,"A woman , a little boy , and a tiny baby are standing in front of a cow statue"
2090386465_b6ebb7df2c.jpg,0,A woman and man in winter gear stand
2102315758_a9148a842f.jpg,0,A man and woman walking on the sand with water in the background
2102724238_3cf921d7bb.jpg,0,"A woman in a knit cap and a man in a peacoat sit on a subway , laden with bags"
2119302248_72493d458c.jpg,0,A woman wearing a mock ancient Egyptian headdress
2120571547_05cd56de85.jpg,0,A woman in black sitting on a train
2126950128_74a4882658.jpg,0,A woman in gray is smoking a cigarette
2141713971_e25eb12712.jpg,0,A woman and a girl ride a sled down a hill standing up
2151300603_248a9fe715.jpg,0,"A diagram of a hand is displayed on a wall , behind which a woman studies"
2185793891_5a5e903ca6.jpg,0,A baby cries in a woman 's arms
219301555_17883a51bd.jpg,0,An extremely wet woman is wading in front of a waterfall
2194797921_96af7a9467.jpg,0,A woman is climbing a volleyball net on a beach as two others watch
2196284168_76417efbec.jpg,0,A baby boy sucks on the sweater arm of the woman holding him
2208310655_a3d83080c5.jpg,0,a boy is kissing a woman on the cheek next to a girl who is wide eyed and sticking out her tongue
2213113526_beeb4f9bdc.jpg,0,A woman holding and posing an infant dressed in a hawaiin shirt on a skateboard
2216568822_84c295c3b0.jpg,0,A roller derby woman wearing a helmet has a tattoo of a white Indian pulling back a bow
2225864432_48a24f49a4.jpg,0,A woman in a animal print coat standing next to a smoking woman
2226534154_cbcab7ba32.jpg,0,A woman in a purple dress plays with her hair while waiting in a lobby
2248487950_c62d0c81a9.jpg,0,A man and a woman wait to cross a street
2248487956_2603f55ab9.jpg,0,An elderly woman in burgundy scratches her face as she observes a young man in a blue jacket and white baseball cap
2257099774_37d0d3aa9a.jpg,0,An elderly Asian woman wearing a blue winter coat and red hat in front of a food counter
2260369648_e21ae6494a.jpg,0,A woman in a marching band uniform holding out her arms to another woman
2266901263_4324af1f03.jpg,0,A woman leads three little boys in soccer uniforms
2273105617_7c73d2d2d3.jpg,0,a elderly woman in a tan jacket is standing by the door of a wooden house carrying a green and beige bag
2278766574_f71f1704a8.jpg,0,A youn woman on a man 's back walking down a cement path with another couple behind them holding hands
2282895743_f803f1cf01.jpg,0,a man and a woman are walking past a stained glass window
2286235203_af3cd8f243.jpg,0,A woman is looking down and wearing a white hair piece that looks like a wedding veil
2286239223_d84ffc4e4a.jpg,0,A man and a woman on a bench
2302516347_26054442f9.jpg,0,A man and a woman are using a machine built into the wall
2307807200_91fa29cba1.jpg,0,An elderly woman is standing by the window of a grey stone building
2309860995_c2e2a0feeb.jpg,0,a woman in a black overcoat and red hair with man in white walking behind her
233327292_3bcbc3783f.jpg,0,A man in a grey suit kneels in front of a woman in a white dress
